valid_time,t2m,latitude,longitude,tp,hour,day,dayofweek,month,year,is_weekend,t2m_lag_1,t2m_lag_24,tp_lag_1,tp_lag_24,t2m_rollmean_3,t2m_rollmean_24
2022-10-24 12:00:00,30.198315,34.900000000001064,10.799999999999985,0.0,12,24,0,10,2022,0,30.119077,30.156330000000004,0.0,0.0,30.105381333333337,29.734919416666667
2022-10-24 13:00:00,30.232275,34.900000000001064,10.799999999999985,0.0,13,24,0,10,2022,0,30.198315,30.179874,0.0,0.0,30.183222333333333,29.73710279166667
2022-10-24 14:00:00,30.235687,34.900000000001064,10.799999999999985,0.0,14,24,0,10,2022,0,30.232275,30.17329,0.0,0.0,30.222092333333336,29.739702666666663
2022-10-24 15:00:00,30.20454,34.900000000001064,10.799999999999985,0.0,15,24,0,10,2022,0,30.235687,30.123193,0.0,0.0,30.224167333333337,29.743092125
2022-10-24 16:00:00,30.098853,34.900000000001064,10.799999999999985,0.0,16,24,0,10,2022,0,30.20454,30.000073,0.0,0.0,30.179693333333333,29.747207958333334
2022-10-24 17:00:00,29.936862,34.900000000001064,10.799999999999985,0.0,17,24,0,10,2022,0,30.098853,29.84181,0.0,0.0,30.080085,29.751168458333336
2022-10-24 18:00:00,29.838528000000004,34.900000000001064,10.799999999999985,0.0,18,24,0,10,2022,0,29.936862,29.752676,0.0,0.0042617322,29.958081000000004,29.754745624999998
2022-10-24 19:00:00,29.785062,34.900000000001064,10.799999999999985,0.0,19,24,0,10,2022,0,29.838528000000004,29.725516,0.0,0.0,29.853483999999998,29.757226708333334
2022-10-24 20:00:00,29.724176,34.900000000001064,10.799999999999985,0.0,20,24,0,10,2022,0,29.785062,29.67621,0.0,0.0,29.78258866666667,29.759225291666667
2022-10-24 21:00:00,29.66262,34.900000000001064,10.799999999999985,0.0,21,24,0,10,2022,0,29.724176,29.639014,0.0,0.0,29.723952666666666,29.760208875000004
2022-10-24 22:00:00,29.60237,34.900000000001064,10.799999999999985,0.0,22,24,0,10,2022,0,29.66262,29.608716,0.0,0.0,29.663055333333332,29.759944458333333
2022-10-24 23:00:00,29.542175,34.900000000001064,10.799999999999985,0.0,23,24,0,10,2022,0,29.60237,29.581073,0.0,0.0,29.602388333333334,29.758323708333336
2022-10-25 00:00:00,29.48525,34.900000000001064,10.799999999999985,0.0,0,25,1,10,2022,0,29.542175,29.553357,0.0,0.0,29.543265,29.755485916666668
2022-10-25 01:00:00,29.434583,34.900000000001064,10.799999999999985,0.0,1,25,1,10,2022,0,29.48525,29.521228,0.0,0.0,29.487336,29.75187570833333
2022-10-25 02:00:00,29.385602,34.900000000001064,10.799999999999985,0.0,2,25,1,10,2022,0,29.434583,29.48523,0.0,0.0,29.435145000000002,29.747724541666667
2022-10-25 03:00:00,29.343134,34.900000000001064,10.799999999999985,0.0,3,25,1,10,2022,0,29.385602,29.449475,0.0,0.0,29.387773,29.74329366666667
2022-10-25 04:00:00,29.310095,34.900000000001064,10.799999999999985,0.0,4,25,1,10,2022,0,29.343134,29.411383,0.0,0.0,29.346277,29.739073333333337
2022-10-25 05:00:00,29.282797,34.900000000001064,10.799999999999985,0.0,5,25,1,10,2022,0,29.310095,29.371686,0.0,0.0,29.312008666666667,29.735369625
2022-10-25 06:00:00,29.266492,34.900000000001064,10.799999999999985,0.0,6,25,1,10,2022,0,29.282797,29.3424,0.0,0.0,29.286461333333335,29.732206791666666
2022-10-25 07:00:00,29.35677,34.900000000001064,10.799999999999985,0.0,7,25,1,10,2022,0,29.266492,29.425757,0.0,0.0,29.302019666666666,29.729332333333332
2022-10-25 08:00:00,29.571152,34.900000000001064,10.799999999999985,0.0,8,25,1,10,2022,0,29.35677,29.629138,0.0,0.0,29.398138,29.726916250000002
2022-10-25 09:00:00,29.784174,34.900000000001064,10.799999999999985,0.0,9,25,1,10,2022,0,29.571152,29.830823,0.0,0.0,29.57069866666667,29.72497254166667
2022-10-25 10:00:00,29.982837,34.900000000001064,10.799999999999985,0.008523463,10,25,1,10,2022,0,29.784174,29.998752000000003,0.0,0.0,29.77938766666667,29.724309416666667
2022-10-25 11:00:00,30.143353,34.900000000001064,10.799999999999985,0.0,11,25,1,10,2022,0,29.982837,30.119077,0.008523463,0.0,29.970121333333335,29.725320916666664
2022-10-25 12:00:00,30.253296,34.900000000001064,10.799999999999985,0.0087022779999999,12,25,1,10,2022,0,30.143353,30.198315,0.0,0.0,30.126495333333335,29.727611791666664
2022-10-25 13:00:00,30.319745,34.900000000001064,10.799999999999985,3.4179948e-05,13,25,1,10,2022,0,30.253296,30.232275,0.0087022779999999,0.0,30.238798,29.731256375
2022-10-25 14:00:00,30.3424,34.900000000001064,10.799999999999985,1.296371e-05,14,25,1,10,2022,0,30.319745,30.235687,3.4179948e-05,0.0,30.305147,29.73570275
2022-10-25 15:00:00,30.327014,34.900000000001064,10.799999999999985,8.2513907e-06,15,25,1,10,2022,0,30.3424,30.20454,1.296371e-05,0.0,30.329719666666666,29.74080583333333
2022-10-25 16:00:00,30.224683,34.900000000001064,10.799999999999985,3.5356607e-06,16,25,1,10,2022,0,30.327014,30.098853,8.2513907e-06,0.0,30.298032333333335,29.74604875
2022-10-25 17:00:00,30.049982,34.900000000001064,10.799999999999985,0.0,17,25,1,10,2022,0,30.224683,29.936862,3.5356607e-06,0.0,30.200559666666663,29.75076208333333
2022-10-25 18:00:00,29.927133,34.900000000001064,10.799999999999985,0.0,18,25,1,10,2022,0,30.049982,29.838528000000004,0.0,0.0,30.067266,29.754453958333333
2022-10-25 19:00:00,29.84513,34.900000000001064,10.799999999999985,0.0,19,25,1,10,2022,0,29.927133,29.785062,0.0,0.0,29.940748333333335,29.756956791666667
2022-10-25 20:00:00,29.756310000000003,34.900000000001064,10.799999999999985,0.0,20,25,1,10,2022,0,29.84513,29.724176,0.0,0.0,29.84285766666667,29.758295708333335
2022-10-25 21:00:00,29.66232,34.900000000001064,10.799999999999985,0.0,21,25,1,10,2022,0,29.756310000000003,29.66262,0.0,0.0,29.75458666666667,29.758283208333335
2022-10-25 22:00:00,29.567038000000004,34.900000000001064,10.799999999999985,0.0,22,25,1,10,2022,0,29.66232,29.60237,0.0,0.0,29.661889333333335,29.756811041666666
2022-10-25 23:00:00,29.460046,34.900000000001064,10.799999999999985,0.0,23,25,1,10,2022,0,29.567038000000004,29.542175,0.0,0.0,29.56313466666667,29.753389
2022-10-26 00:00:00,29.35209,34.900000000001064,10.799999999999985,0.0,0,26,2,10,2022,0,29.460046,29.48525,0.0,0.0,29.45972466666667,29.747840666666665
2022-10-26 01:00:00,29.253186,34.900000000001064,10.799999999999985,0.0,1,26,2,10,2022,0,29.35209,29.434583,0.0,0.0,29.355107333333336,29.740282458333336
2022-10-26 02:00:00,29.16477,34.900000000001064,10.799999999999985,0.0,2,26,2,10,2022,0,29.253186,29.385602,0.0,0.0,29.256681999999998,29.731081125
2022-10-26 03:00:00,29.09283,34.900000000001064,10.799999999999985,0.0,3,26,2,10,2022,0,29.16477,29.343134,0.0,0.0,29.170261999999997,29.72065179166667
2022-10-26 04:00:00,29.030957,34.900000000001064,10.799999999999985,0.0,4,26,2,10,2022,0,29.09283,29.310095,0.0,0.0,29.096185666666667,29.709021041666663
2022-10-26 05:00:00,28.97587,34.900000000001064,10.799999999999985,0.0,5,26,2,10,2022,0,29.030957,29.282797,0.0,0.0,29.033219,29.696232416666664
2022-10-26 06:00:00,28.93215,34.900000000001064,10.799999999999985,0.0,6,26,2,10,2022,0,28.97587,29.266492,0.0,0.0,28.979659,29.682301500000005
2022-10-26 07:00:00,29.035657,34.900000000001064,10.799999999999985,0.0043213367,7,26,2,10,2022,0,28.93215,29.35677,0.0,0.0,28.98122566666667,29.668921791666673
